prog	i	hours	female	effort	loss	satiscont	satisfied
swimming	87	2.2664675618	male	29.011291381	23.383026426	5.3738210096	0
swimming	88	2.0440552103	male	30.298012702	22.684168009	13.421976488	1
swimming	89	1.0472575281	male	28.517695725	11.206329876	-1.174715117	0
swimming	90	2.3778084224	male	22.886729934	16.129393193	15.2421646	1
swimming	91	1.5983432164	male	30.714737275	27.387500408	13.399652519	1
swimming	92	2.4975567656	male	31.337148172	31.02447209	11.678003427	1
swimming	93	0.887997584	male	33.092397755	11.329657654	5.8796628344	0
swimming	94	1.748292687	male	28.193646317	16.692033913	-5.866034331	0
swimming	95	2.0419519203	male	27.640581543	22.215670164	16.710634514	1
swimming	96	1.7675244651	male	32.574662893	21.170709815	16.827659446	1
swimming	97	2.300159709	male	23.724948756	20.242959046	12.641904947	1
swimming	98	2.6719872394	male	21.315556229	14.666751682	11.773722394	1
swimming	99	1.5408690882	male	26.82340361	11.385291495	17.310761629	1
swimming	100	2.1924300509	male	32.540508403	26.96965479	14.923024992	1
swimming	101	2.6228075839	male	34.515823994	41.149383874	15.863119368	1
swimming	102	1.9426640048	male	27.637413365	18.198661289	4.8785368228	0
swimming	103	2.0411245055	male	30.527574626	20.280096928	16.643985745	1
swimming	104	1.992727062	male	29.430558136	19.088538732	4.5679310007	0
swimming	105	1.8386346384	male	30.085153391	27.505928482	14.468653771	1
swimming	106	1.3094155619	male	37.948043832	16.799372076	4.9074271282	0
swimming	107	2.5030680812	male	33.806865489	36.027208196	18.231259364	1
swimming	108	2.8769109826	male	42.246291545	50.216289855	22.645853852	1
swimming	109	2.3535649168	male	15.163753904	3.3500444773	14.23626613	1
swimming	110	1.7613623745	male	30.582619472	23.709928464	13.322424358	1
swimming	111	2.0583643683	male	34.721632582	37.261149219	10.591869015	0
swimming	112	1.9902065014	male	32.824806172	31.571367051	13.760780178	1
swimming	113	2.1342872301	male	33.637159187	25.479681352	-1.751584877	0
swimming	114	1.6065864064	male	32.658107019	24.56762154	9.6897098148	0
swimming	115	2.1283973913	male	40.401440846	37.394212106	0.7063580658	0
swimming	116	0.9226187452	male	44.076040778	24.123826398	13.722739139	1
swimming	117	1.8100921326	male	30.232298589	18.521406507	14.275295047	1
swimming	118	2.6075287187	male	32.827794532	35.694040882	14.601763224	1
swimming	119	1.3585171081	male	29.911079564	13.67138281	4.6938531664	0
swimming	120	1.4149278365	male	30.067962072	18.00451462	2.950050608	0
swimming	121	2.2902512066	male	25.517903032	20.708886868	17.890928883	1
swimming	122	1.9862578891	male	27.942402008	18.134237856	11.88958551	1
swimming	123	3.0887603399	male	22.941631505	21.921862032	12.033341071	1
swimming	124	1.3779061044	male	41.146751171	30.030826824	5.7402324855	0
swimming	125	1.8942438089	male	27.520159023	21.239018318	13.738942393	1
swimming	126	2.3658004472	male	36.613035559	38.899036091	11.766383988	1
swimming	127	1.7012374858	male	29.501691792	16.04718692	-6.321890043	0
swimming	128	2.088084089	male	27.725837139	16.678337651	17.702437148	1
swimming	129	1.3793356738	male	32.238180118	17.713432409	3.2672188268	0
swimming	130	1.5609455362	male	35.293822037	23.33835954	-0.257585121	0
swimming	131	2.0852920491	male	24.941527529	20.50814653	9.1090588526	0
swimming	132	2.6274563443	male	30.79947193	34.674007433	11.43481281	1
swimming	133	1.6804973553	male	32.528366395	22.942521573	17.428846805	1
swimming	134	2.7940036461	male	30.212632102	27.295554575	10.467685374	0
swimming	135	2.3371623486	male	27.685963798	18.218475087	18.856670685	1
swimming	136	2.1824080197	male	28.978625739	24.326105655	8.3678730869	0
swimming	137	2.2173473955	male	36.724806913	37.476278508	7.1811976169	0
swimming	138	2.0780517969	male	30.523091189	29.203596902	0.9787221383	0
swimming	139	2.6148092453	male	23.895849312	19.711179218	15.960737809	1
swimming	140	2.3081630213	male	24.287014236	7.9649960422	7.7931746517	0
swimming	141	2.121895329	male	22.601701867	16.620140065	20.238998276	1
swimming	142	1.9939782918	male	22.458323201	20.816241362	11.322707518	1
swimming	143	1.9700042285	male	33.686798426	28.480012437	10.897308432	0
swimming	144	1.7124628441	male	29.941923761	23.070085811	2.3050984106	0
swimming	145	2.2483572811	male	32.807446552	34.030231544	2.5641027913	0
swimming	146	2.5631267664	male	34.820662147	33.548398791	14.010988803	1
swimming	147	2.1288248738	male	30.423686763	19.071068928	2.8888290967	0
swimming	148	1.2828294457	male	34.748355633	14.272704102	1.8725986078	0
swimming	149	1.7218523717	male	31.481232899	27.511873253	11.328584676	1
swimming	150	2.0577614692	male	28.809471501	28.121521564	12.240485343	1
swimming	151	1.928131085	female	29.119779424	25.848000408	1.2597484955	0
swimming	152	1.6527187467	female	21.845667339	15.211963411	20.131363334	1
swimming	153	3.6899980294	female	24.673897217	20.088894295	16.81779654	1
swimming	154	1.6739992342	female	31.411823072	30.257236834	13.573042226	1
swimming	155	1.8839268317	female	28.708772478	30.276620284	-4.430725173	0
swimming	156	2.5078608115	female	21.483373174	22.402664044	10.778164324	0
swimming	157	1.8205894317	female	28.272781208	20.820583339	-0.798711957	0
swimming	158	1.5635349529	female	41.765860072	35.12073768	2.6600373971	0
swimming	159	1.3752180629	female	31.019409893	31.606406638	13.13579406	1
swimming	160	2.3329413745	female	25.324438134	20.484215687	4.5396291282	0
swimming	161	2.2918860818	female	26.267259566	25.565392077	11.836507451	1
swimming	162	1.8003216127	female	36.311995754	34.173162125	5.5791547945	0
swimming	163	2.6601795261	female	32.651336481	35.987989865	18.892189158	1
swimming	164	1.5452258379	female	30.623148263	27.771886901	-5.294472199	0
swimming	165	2.5315279264	female	28.818690688	35.784575033	18.269613699	1
swimming	166	1.8347088467	female	24.853889091	24.452045514	19.579593624	1
swimming	167	2.0370355603	female	31.938924243	29.170363817	12.902786827	1
swimming	168	2.4864821977	female	21.410990358	15.705319369	18.385142978	1
swimming	169	2.5179389255	female	28.027756174	29.026274303	13.133582017	1
swimming	170	1.8718581064	female	33.15664498	34.322434586	7.5426119951	0
swimming	171	2.042050099	female	30.896721136	34.60024817	8.1944720793	0
swimming	172	1.5075160929	female	30.108015576	30.05895098	13.342463208	1
swimming	173	1.5681149557	female	18.147720053	13.911827046	2.5116968859	0
swimming	174	1.4150815017	female	35.655431382	31.139057629	9.5080322508	0
swimming	175	2.2921810001	female	27.943122943	23.134442843	9.07268839	0
swimming	176	1.7775735233	female	26.986459425	20.28100105	8.977342271	0
swimming	177	2.0851530137	female	36.588169382	34.760419746	5.9730240056	0
swimming	178	1.6876437796	female	27.244920808	28.470264788	5.7087693853	0
swimming	179	3.0639477211	female	26.288970174	30.008516993	8.5450762766	0
swimming	180	2.0121669061	female	30.518981379	25.794215969	10.923116264	0
swimming	181	2.0233770997	female	28.66521541	35.12439628	1.1152795823	0
swimming	182	1.7227430583	female	28.748153362	25.743982662	3.3918473987	0
swimming	183	1.1809350087	female	25.020335248	28.599544502	3.9243624533	0
swimming	184	2.5669089741	female	33.1334571	38.411056633	14.111040074	1
swimming	185	1.3415941472	female	25.945356314	20.809391974	-2.92561394	0
swimming	186	1.9145995721	female	33.11132224	36.220109636	8.4015663974	0
swimming	187	2.6834525354	female	31.495285009	38.547090762	7.7630645738	0
swimming	188	1.8344394024	female	26.588345353	24.440033941	-3.265470168	0
swimming	189	2.1071281436	female	37.232581281	42.900031532	4.3370605958	0
swimming	190	2.0208512074	female	27.866622017	19.503757668	5.6395691683	0
swimming	191	2.0127572421	female	26.278913083	21.515066039	8.7822794581	0
swimming	192	2.2633939584	female	18.501621599	17.521048369	16.063448603	1
swimming	193	2.4104003127	female	26.475740984	31.227424644	24.607590394	1
swimming	194	1.4851990597	female	32.74370888	33.530302361	2.03923648	0
swimming	195	2.0544699164	female	29.808525489	26.978618414	6.9031632793	0
swimming	196	1.7664648103	female	32.713534713	33.483313771	2.2172791103	0
swimming	197	2.0708977117	female	41.648101716	44.826093054	-0.58632809	0
swimming	198	2.3221495204	female	36.14914895	41.840302922	16.511502617	1
swimming	199	2.1660846677	female	25.79701895	25.688488462	4.4528409667	0
swimming	200	1.144735418	female	29.751781877	22.261901271	2.4811436674	0
swimming	201	2.2746502352	female	28.673787766	31.616867453	1.638858529	0
swimming	202	2.0218709103	female	23.213559364	20.004994614	13.332415762	1
swimming	203	1.9880790126	female	32.459226019	35.394384329	16.493200427	1
swimming	204	2.4580879931	female	27.54010191	31.52728498	14.592723143	1
swimming	205	1.9111700335	female	35.759432907	39.570212265	6.6933933644	0
swimming	206	2.8508202204	female	27.254834953	26.12521262	15.133150702	1
swimming	207	2.1147898362	female	29.935302874	29.55366447	12.424882365	1
swimming	208	1.7600880751	female	27.149605837	23.591045912	11.181749635	1
swimming	209	0.9231158458	female	33.102953298	22.485668531	11.398510307	1
swimming	210	1.6597965193	female	37.183315508	23.268295187	7.3156173012	0
swimming	211	2.500447873	female	37.65540691	48.983467303	11.882468066	1
swimming	212	1.5392904941	female	30.449447336	35.782604713	3.174984068	0
swimming	213	2.1509211948	female	22.575241432	18.358114777	7.5262202882	0
swimming	214	1.4425264339	female	26.886842396	29.446599027	5.0878448123	0
swimming	215	2.3657562121	female	32.906588767	36.165562695	13.172106101	1
swimming	216	2.0989827021	female	32.556884099	33.406638284	10.254502369	0
swimming	217	2.2336824016	female	27.909781303	35.99983718	15.366779226	1
swimming	218	2.1953782316	female	20.885011283	15.985120717	7.0551032934	0
swimming	219	0.743567735	female	33.749804982	17.686413742	3.1325563693	0
swimming	220	2.0470626325	female	21.307828752	17.79175555	11.367050443	1
swimming	221	1.3476115576	female	32.815528349	30.01610985	11.786959191	1
swimming	222	2.2316497454	female	23.51035606	24.613264558	9.483339621	0
swimming	223	2.0962331936	female	30.512791716	27.60935272	6.6921670878	0
swimming	224	2.5038476129	female	35.863488936	43.578670928	13.550341102	1
swimming	225	2.1309190665	female	37.791991139	39.922941515	16.7301763	1
swimming	226	2.1971487876	female	31.228328171	36.611844196	15.269889571	1
swimming	227	2.4923716507	female	28.458848522	34.564258038	5.5106514253	0
swimming	228	2.281359872	female	25.938815541	30.497463738	8.63343226	0
swimming	229	2.1149973566	female	24.54979798	27.020823809	11.883388706	1
swimming	230	1.3046019909	female	30.553137645	29.984854918	9.0261336016	0
swimming	231	2.1261400503	female	37.820102244	40.33876074	9.0425348101	0
swimming	232	2.3602788192	female	15.23393954	18.272050788	11.418542667	1
swimming	233	2.0617860252	female	27.39480918	26.16519901	17.41131668	1
swimming	234	1.5431024397	female	35.796250141	29.711598573	9.593760859	0
swimming	235	1.854208469	female	28.118738836	27.560271688	7.4224177139	0
swimming	236	2.5460244317	female	40.934649844	54.150459505	13.882430903	1
swimming	237	1.8678338363	female	30.921873805	29.287501969	9.4183209176	0
swimming	238	2.6353467191	female	26.085568165	30.139546065	20.049320809	1
swimming	239	2.2682582937	female	37.087962262	40.056652948	14.227669169	1
swimming	240	2.1946683164	female	30.955804288	31.439129138	2.8202698293	0
swimming	241	2.4550166612	female	28.20505066	27.363363511	14.523567277	1
swimming	242	1.7978341057	female	33.589293937	35.481600239	1.7706957805	0
swimming	243	2.4953858424	female	33.989484049	35.180347679	10.059724177	0
swimming	244	1.5689671175	female	25.264715247	26.327295347	13.52790886	1
swimming	245	2.4747275844	female	33.19533322	40.200397841	9.8500721127	0
swimming	246	1.3444058463	female	35.922337479	33.893781241	6.129366376	0
swimming	247	1.1908444024	female	22.344935179	18.346376808	8.8024959746	0
swimming	248	1.0469252653	female	24.839954484	23.482110031	-1.496028035	0
swimming	249	1.3422300029	female	30.618497123	29.585969939	3.4318322412	0
swimming	250	2.0042287648	female	22.718214393	12.183659286	16.723649068	1
swimming	251	2.0449208409	female	33.694897137	40.951538887	11.03665647	1
swimming	252	2.2695483866	female	19.659113337	16.719353952	15.312354763	1
swimming	253	1.8025463896	female	30.316293332	26.798203208	15.196779807	1
swimming	254	2.4903939311	female	26.765817282	24.686348423	7.030445657	0
swimming	255	0.6496472271	female	32.914684983	13.728555084	-9.474489654	0
swimming	256	1.3076031079	female	35.30143554	23.283551269	9.4880708405	0
swimming	257	1.5551374772	female	28.838068296	25.570315344	19.350095765	1
swimming	258	1.3300983143	female	30.032803152	27.415849806	2.704388174	0
swimming	259	1.7800357354	female	23.43206478	19.785083658	12.30360228	1
swimming	260	2.3961349485	female	28.125716508	26.706969384	16.257681406	1
swimming	261	2.250594356	female	17.780707163	11.44565406	31.878841649	1
swimming	262	2.0076595838	female	32.345786467	31.663245256	15.868312456	1
swimming	263	2.2776186892	female	31.232348144	27.08571037	16.412045441	1
swimming	264	2.3383927837	female	24.620985538	21.674582478	21.287738364	1
swimming	265	1.973760276	female	29.447131564	36.688180957	13.854567577	1
swimming	266	1.8697175703	female	25.150823112	22.643527098	11.993670947	1
swimming	267	1.9407967885	female	29.92033983	29.122920788	12.342432689	1
swimming	268	2.0158025563	female	24.480917395	23.618946524	-2.32230577	0
swimming	269	3.0382354729	female	33.923831269	35.697083216	12.038935482	1
swimming	270	2.4259018076	female	23.194556454	18.980441246	28.496174527	1
swimming	271	2.0323326986	female	28.116900014	27.636755809	4.7389702796	0
swimming	272	1.3889243482	female	24.464691443	26.205892806	14.174247244	1
swimming	273	1.8646632258	female	36.00449118	29.998568639	2.3175620324	0
swimming	274	3.1974077754	female	26.334052187	33.329817493	28.154829333	1
swimming	275	2.5916609354	female	34.959914774	44.359669687	18.088556639	1
swimming	276	1.5919777546	female	28.371704019	23.56183537	5.5789438913	0
swimming	277	2.4001191045	female	34.874424728	36.690299584	21.830214426	1
swimming	278	1.3900290644	female	21.023354968	19.08060871	8.7280999409	0
swimming	279	2.5540387308	female	32.368875474	30.712435021	13.983215628	1
swimming	280	1.7473507086	female	24.305989423	22.911072093	21.288066484	1
swimming	281	3.0881701504	female	34.86843913	40.957454146	22.295910505	1
swimming	282	2.2126870392	female	24.422460764	25.27845544	15.191246411	1
swimming	283	2.1769596006	female	29.525624555	36.68035466	8.3912270357	0
swimming	284	1.8893158096	female	38.638560498	50.202774623	14.462209994	1
swimming	285	1.9327363447	female	24.69877183	28.229222106	16.609120755	1
swimming	286	1.3095368857	female	34.386630665	34.71352102	11.022722232	1
swimming	287	2.5566938163	female	35.96156978	43.220657037	7.8877710279	0
swimming	288	1.7451140153	female	24.379866815	30.684797045	10.46414483	0
swimming	289	1.8114402273	female	36.995343031	31.680139162	6.4166564629	0
swimming	290	1.8689675753	female	32.404473307	34.026871388	14.510591104	1
swimming	291	2.238611409	female	34.533447723	35.086934342	7.0905089069	0
swimming	292	1.9153049891	female	29.970394527	27.339618668	15.368771549	1
swimming	293	1.5040845695	female	31.476015388	31.150885373	16.426784756	1
swimming	294	1.3100605844	female	30.125539086	27.749578052	-2.35164181	0
swimming	295	1.9246009432	female	23.629132687	16.839912204	3.9947402444	0
swimming	296	1.9767619443	female	26.180753532	21.701973781	12.254612513	1
swimming	297	1.630171676	female	23.85364585	18.425746615	9.4701861576	0
swimming	298	1.617238089	female	38.79313859	37.225474328	4.1683935441	0
swimming	299	2.8778393435	female	26.649787995	27.303294386	15.798541975	1
swimming	300	2.1419978821	female	38.816966923	38.665904923	16.565158805	1
reading	1	2.3485804869	male	25.738471701	-0.906307575	-3.927806933	0
reading	2	1.9098825594	male	30.433341159	0.3391975653	-3.794561489	0
reading	3	2.2822411108	male	29.335048433	-0.604529012	1.5038156953	1
reading	4	2.1150966631	male	33.490946524	-0.909746717	-5.893390874	0
reading	5	2.2188857997	male	33.129809506	-1.697528879	0.9414147713	1
reading	6	2.1800203817	male	15.998552047	-4.10602848	-0.272655112	0
reading	7	1.0394493199	male	30.750528491	-1.027258735	-4.361780413	0
reading	8	2.4812727943	male	32.013704901	-10.04734016	-7.019140853	0
reading	9	1.9178052199	male	30.815281175	-6.553905529	3.8636264061	1
reading	10	3.1779118134	male	31.33497705	-12.52011221	-8.955515166	0
reading	11	2.6956107837	male	28.302573964	-4.238788772	0.0308291429	1
reading	12	2.3948834316	male	29.58385187	0.0012791433	-5.285022985	0
reading	13	2.4699782856	male	26.289625646	-7.756399154	1.8696734278	1
reading	14	1.4722958403	male	17.572022994	-1.890469051	0.7552068115	1
reading	15	2.3530968801	male	31.067347222	-7.823982786	-4.030700652	0
reading	16	1.6878703508	male	34.1500884	-5.230564853	-6.752641103	0
reading	17	1.9529462761	male	36.006665935	-2.19670526	4.2764136741	1
reading	18	2.0018660343	male	30.004236091	-7.008538336	-3.262750339	0
reading	19	2.16046839	male	27.116674585	-7.771700587	-4.620572406	0
reading	20	1.1184936997	male	26.751654664	4.2738395647	0.063853366	1
reading	21	2.3196272374	male	24.035598708	-7.065053688	3.4618132824	1
reading	22	2.2746947898	male	28.236412367	-2.081277014	-5.664568896	0
reading	23	1.7082153192	male	18.54283758	-0.242350967	2.6984713081	1
reading	24	1.6705344933	male	28.293334401	-3.761451385	-3.614337278	0
reading	25	1.9192333047	male	29.154122471	2.4822405746	-0.46108708	0
reading	26	2.4774622904	male	32.365725652	-5.129984424	-7.992356403	0
reading	27	2.7818644898	male	33.972034877	-7.991696346	6.0602059155	1
reading	28	3.0531897498	male	23.425553226	-4.645074293	-0.157946849	0
reading	29	2.639485964	male	32.261293562	-9.511893061	-0.99872811	0
reading	30	2.2578869341	male	23.092356031	-3.090760525	-3.134214758	0
reading	31	1.801525184	male	32.949757175	5.7199711676	3.3465044734	1
reading	32	1.7533571396	male	21.970164188	-9.096559349	-6.722092165	0
reading	33	1.5025122862	male	38.098928654	-2.528890292	-0.520171554	0
reading	34	2.3216596907	male	35.987370391	-3.449464013	8.3165160775	1
reading	35	1.180074629	male	31.421528527	-0.127139925	-0.052254801	0
reading	36	1.5569590247	male	39.908732207	-1.385646123	1.3564843735	1
reading	37	1.4918755495	male	29.984191886	-6.294695106	4.2757286082	1
reading	38	1.4208622404	male	26.135349836	-1.486159654	7.4747244058	1
reading	39	1.8043081688	male	35.851756234	-6.223291449	3.7725681261	1
reading	40	2.879580104	male	25.213301899	-10.1099295	5.4950034959	1
reading	41	1.8090470617	male	28.593508351	-8.714331449	3.7560572684	1
reading	42	1.5299906109	male	36.389293097	-0.631100743	-3.487538502	0
reading	43	2.2441627354	male	28.945980471	-8.16752401	-2.66865428	0
reading	44	3.0941002629	male	23.718240256	-10.07638194	-2.000347051	0
reading	45	1.7065509716	male	23.17105789	-5.251699908	5.136102824	1
reading	46	2.0545656225	male	30.256901217	-2.572856612	3.1749778063	1
reading	47	2.3413341778	male	30.009016363	-9.345355875	2.2859163857	1
reading	48	2.4209507072	male	37.899775989	-6.851943024	9.3976090355	1
reading	49	1.4812318702	male	27.355148855	6.5058654723	0.8187171119	1
reading	50	1.7576906274	male	32.725074609	-2.68405281	1.8327050193	1
reading	51	1.3577746067	male	29.678474584	1.4556998953	-1.735724327	0
reading	52	2.4496748122	male	40.819486224	-1.7911963	-6.082200881	0
reading	53	1.7557875175	male	24.958976874	0.0580678713	-0.272948788	0
reading	54	2.0929364047	male	28.996000652	-6.377654524	-4.459976816	0
reading	55	1.5775798564	male	30.986347758	-4.197730154	7.8563164764	1
reading	56	1.9389585445	male	30.238550066	-5.624189224	-2.435202814	0
reading	57	2.4106764198	male	25.697079461	-4.473627524	2.4275867133	1
reading	58	2.0948117148	male	36.947757991	-9.65615998	-5.759500877	0
reading	59	0.5905290413	male	31.737916615	-1.461044038	2.4541981896	1
reading	60	0.926837909	male	31.035949137	-0.951814966	-5.845931301	0
reading	61	2.1097310736	male	33.269263034	-5.673433154	-5.899864239	0
reading	62	1.7619895539	male	23.644977922	-9.720744735	1.9603997621	1
reading	63	2.5889046684	male	32.399387287	-7.628575558	-1.684028112	0
reading	64	2.2884750902	male	26.087329952	-0.97108884	-2.663295405	0
reading	65	2.2176330876	male	26.018514045	-9.732437147	3.3137039945	1
reading	66	2.7952177847	male	29.451653374	-9.64964815	5.3439839196	1
reading	67	1.1601979249	male	29.301391355	3.3424544607	0.3598960764	1
reading	68	1.7651639699	male	18.603733412	-1.597577769	6.1171889931	1
reading	69	1.5696523179	male	21.87930415	0.5412628166	0.8685244152	1
reading	70	1.8418919742	male	27.235921454	-5.984424564	4.7148965862	1
reading	71	1.8871813032	male	28.510332637	-6.963694613	5.0666383731	1
reading	72	3.279521269	male	27.765399216	-5.080193688	-4.915714635	0
reading	73	1.8408937346	male	30.841574063	3.9710176917	-3.785312486	0
reading	74	2.3380496726	male	29.092328111	0.4921378421	-1.732270734	0
reading	75	2.5951960526	male	24.403043536	-7.793668908	-7.035645892	0
reading	76	3.2731797038	male	35.527277287	-6.685690064	-4.187314209	0
reading	77	1.9839314866	male	41.070286537	-1.401660698	5.8439863982	1
reading	78	2.2322471646	male	32.187741066	-1.037460765	1.0661067555	1
reading	79	1.6978862681	male	21.268536899	-5.779561741	3.96763804	1
reading	80	1.2761359911	male	20.408252698	-1.389572851	5.0910767993	1
reading	81	2.1461245373	male	37.078219605	0.2458190545	-7.02171365	0
reading	82	1.7065756893	male	33.173160648	-1.729157384	-1.439578656	0
reading	83	2.55091708	male	30.899030547	0.1355682406	-3.830591466	0
reading	84	2.255062531	male	31.564966286	-4.965439108	-4.64286992	0
reading	85	2.0835569684	male	22.48743896	-8.156792636	-1.109638811	0
reading	86	2.0786333499	male	30.016934399	-0.99576138	-3.349152932	0
reading	87	2.6849129597	male	29.625263993	-7.276312767	1.2950213163	1
reading	88	2.47291243	male	31.193053205	-1.378707894	5.1423939116	1
reading	89	1.6893078507	male	28.532831071	0.5150083758	3.6737821802	1
reading	90	2.3865010324	male	35.007260709	-2.447635989	3.8977470357	1
reading	91	1.8832307179	male	23.189548785	-2.251965781	-0.132262126	0
reading	92	2.9685290383	male	29.59371179	-3.744533991	0.9136594548	1
reading	93	1.1468268375	male	19.02757777	-1.529615358	5.6784772074	1
reading	94	1.9852138814	male	26.594377362	-1.60125286	-0.747095465	0
reading	95	2.2484752534	male	21.589432585	-7.379213193	-1.620490033	0
reading	96	2.4625525287	male	23.458409131	-2.342871274	-2.645731909	0
reading	97	2.0302266776	male	24.156948498	-9.950435522	-1.727866226	0
reading	98	2.0689222162	male	30.275574525	2.9618234943	8.3622284913	1
reading	99	2.097209035	male	31.09927973	-6.442069486	0.5219118672	1
reading	100	2.445261377	male	37.024485763	2.6927323814	-12.39024628	0
reading	101	2.6573307802	male	28.40521409	-10.82715198	1.4473760872	1
reading	102	1.9195043838	male	36.823356662	2.3864899668	0.5614935728	1
reading	103	1.632590359	male	26.426790516	1.6784614334	4.2846335553	1
reading	104	2.4826721269	male	28.788940385	-5.121288776	2.1349104524	1
reading	105	1.3962497738	male	29.130722259	-1.716197726	-0.316132317	0
reading	106	1.6423838765	male	22.044100748	-4.367624671	-1.101106479	0
reading	107	2.3165577919	male	34.261850727	-8.775116484	-3.329068068	0
reading	108	1.8356516529	male	27.365124404	-5.395007145	2.6918639622	1
reading	109	1.9570092898	male	33.918850093	-10.20484178	2.0915675289	1
reading	110	2.7510632673	male	24.068157153	-9.814887321	-2.731586275	0
reading	111	1.5995337571	male	25.43848597	-0.109905246	-4.02146524	0
reading	112	1.8001142981	male	34.310731569	0.8763913189	-5.906333837	0
reading	113	2.2057480388	male	39.128815694	-7.654894484	-5.658852311	0
reading	114	2.1662525136	male	25.566367382	-3.407904679	3.7697863971	1
reading	115	2.3937990833	male	40.402856134	-2.920444589	-0.993197767	0
reading	116	2.5829881941	male	26.701404212	-11.65470202	-3.162040829	0
reading	117	1.9005902611	male	22.206065489	-9.641093573	-2.612715997	0
reading	118	1.4000213218	male	29.788003616	-1.699508247	-0.723605274	0
reading	119	2.3675232634	male	37.14500528	-7.517040424	-1.580682624	0
reading	120	2.5920590745	male	33.699548576	-4.938184375	-6.245350562	0
reading	121	1.2787437446	male	31.293983226	0.3248541244	1.8181144007	1
reading	122	2.06745997	male	28.713822671	5.4353302322	4.7085337207	1
reading	123	2.8617726892	male	25.846659114	-9.315924147	-0.268350614	0
reading	124	1.9828194461	male	24.814135544	1.4610470023	-0.556535134	0
reading	125	2.3984479213	male	29.520590868	-6.541708695	1.8721881251	1
reading	126	2.1733356865	male	25.110735331	-8.09329843	-7.089735024	0
reading	127	2.790758856	male	25.599511203	-4.746107771	0.864536138	1
reading	128	2.1578508017	male	33.910105652	-0.882878245	11.765234234	1
reading	129	2.245473753	male	22.611226427	-9.30724417	-2.204336435	0
reading	130	1.3419805195	male	20.218660515	-0.255612702	7.1011975564	1
reading	131	1.9186915792	male	40.207511686	-2.948409308	4.8236304403	1
reading	132	1.6771511466	male	25.41179942	-6.068613682	-3.572684892	0
reading	133	1.6679330346	male	31.337788882	1.6618448665	-3.309845653	0
reading	134	2.5959074594	male	26.111931884	-5.113418585	-6.149804728	0
reading	135	2.0886907912	male	26.48597443	-7.194164799	-2.713851038	0
reading	136	1.8643550007	male	32.497312005	-5.65325108	0.1828004706	1
reading	137	1.9161953544	male	26.169730304	-7.910385432	-2.935732865	0
reading	138	3.1863965089	male	23.287404783	-8.814620506	-5.797459097	0
reading	139	1.5543499322	male	27.612778897	2.3927527314	-2.246287904	0
reading	140	0.7127127202	male	34.532633178	-2.681615469	3.6796509406	1
reading	141	2.0314161615	male	21.708275449	-5.087228721	-2.877338031	0
reading	142	1.7576415642	male	26.131780184	3.2445330416	-4.669939244	0
reading	143	1.6618912409	male	32.396115315	-7.049739918	-4.800660694	0
reading	144	1.5162755337	male	29.547230008	-1.29589832	-5.705490774	0
reading	145	2.7817368299	male	36.500008277	-6.727135406	4.3266678832	1
reading	146	2.4739900997	male	29.085409664	-2.442135951	7.8014237128	1
reading	147	2.1163251639	male	28.330104473	-13.21819316	-1.56178765	0
reading	148	1.2822000941	male	35.018887458	-5.075015368	1.9936915164	1
reading	149	2.191040962	male	27.164821672	-8.321042133	-3.379570549	0
reading	150	1.6546576578	male	36.307895173	-3.406134184	1.440255145	1
reading	151	1.5045070201	female	24.931116067	-6.093350717	-4.090341047	0
reading	152	2.6182637162	female	29.923058173	-4.410932977	-7.239865113	0
reading	153	2.1152356254	female	40.98532908	-6.867005032	-6.271305523	0
reading	154	2.6146147069	female	22.087124721	-12.04015808	-4.032671324	0
reading	155	1.7847586297	female	30.931225722	-6.428168579	-2.471091763	0
reading	156	1.6895467785	female	31.234401131	-6.644689283	-3.489477014	0
reading	157	1.8023200998	female	26.087178348	-2.999005451	0.7057668804	1
reading	158	2.796794954	female	36.943417178	-7.238760746	7.5786060254	1
reading	159	2.9916795665	female	24.480150593	-5.715562046	7.2503473413	1
reading	160	1.6262895762	female	43.498221699	-7.38675468	0.6639490117	1
reading	161	2.2262877284	female	34.868227875	-0.717068014	-4.634534264	0
reading	162	2.2827572153	female	26.781121072	-6.239632655	-2.068894109	0
reading	163	2.3681275173	female	35.313615377	-5.907087679	0.8854754152	1
reading	164	1.3628252964	female	31.781329106	1.3266116737	-2.33320481	0
reading	165	2.3671157602	female	28.196523224	-0.371782083	-3.857294372	0
reading	166	3.5279637283	female	30.594829249	-2.836819394	6.51648967	1
reading	167	2.7637514042	female	24.036572824	-1.040995248	-3.347488062	0
reading	168	1.7858032258	female	30.863971698	-4.881504692	5.9953489484	1
reading	169	1.9944663893	female	32.157015123	0.9308357348	-0.027395492	0
reading	170	0.7904018444	female	22.591698239	-3.492741164	2.7900266229	1
reading	171	1.6723995958	female	35.561672932	-4.124550776	0.4363714056	1
reading	172	1.4105539438	female	29.405019848	-1.935769058	-4.659198535	0
reading	173	2.1776488002	female	12.948999487	-7.951270488	2.6724811681	1
reading	174	1.3231401536	female	21.670206119	4.593389323	-4.241660249	0
reading	175	2.4695753025	female	35.646710215	-9.488060742	-6.191720502	0
reading	176	1.8172703861	female	35.536021069	-2.537579641	1.7900130318	1
reading	177	2.1783312531	female	26.655633922	-7.981870261	-1.52809273	0
reading	178	2.3472727278	female	29.236705732	-1.784922803	1.026284833	1
